Sales,Buy,Duration,PageViews
0,No Buy,3,3
0,No Buy,25,45
0,No Buy,4,6
0,No Buy,1,2
0,No Buy,28,7
0,No Buy,10,4
0,No Buy,1,3
0,No Buy,22,33
0,No Buy,10,8
0,No Buy,7,4
0,No Buy,20,38
0,No Buy,1,10
0,No Buy,7,7
0,No Buy,2,3
0,No Buy,34,35
0,No Buy,64,38
0,No Buy,9,8
0,No Buy,5,5
0,No Buy,16,7
0,No Buy,18,4
0.99,Buy,25,11
0.99,Buy,12,7
0,No Buy,2,5
0.99,Buy,93,54
0.99,Buy,5,2
0,No Buy,1,4
0.99,Buy,3,4
0,No Buy,7,2
0,No Buy,7,6
0,No Buy,4,3
0,No Buy,3,4
0,No Buy,1,7
0,No Buy,3,9
0,No Buy,3,1
0,No Buy,1,3
0,No Buy,5,2
0,No Buy,1,3
0,No Buy,1,2
0,No Buy,6,5
0,No Buy,21,9
0,No Buy,2,5
0,No Buy,1,4
0,No Buy,2,3
0,No Buy,32,3
0,No Buy,2,3
0,No Buy,1,3
0,No Buy,3,4
0,No Buy,1,2
0,No Buy,1,4
0,No Buy,9,9
0,No Buy,1,9
0,No Buy,6,3
0,No Buy,6,6
0,No Buy,19,7
0,No Buy,6,7
0,No Buy,7,8
0,No Buy,4,4
0,No Buy,1,2
0,No Buy,4,3
0.99,Buy,17,3
0.99,Buy,1,2
0,No Buy,11,4
0,No Buy,2,4
0.99,Buy,2,2
0,No Buy,3,7
0,No Buy,3,4
0,No Buy,35,5
0,No Buy,2,2
0,No Buy,14,14
0,No Buy,2,2
0,No Buy,26,5
0,No Buy,8,5
0,No Buy,1,3
0,No Buy,1,3
0,No Buy,1,4
0,No Buy,1,2
0,No Buy,2,3
0,No Buy,1,5
0,No Buy,3,10
0,No Buy,1,4
0,No Buy,5,13
0,No Buy,21,12
0,No Buy,1,4
0,No Buy,16,7
0.99,Buy,34,15
0,No Buy,1,3
0.99,Buy,26,16
0.99,Buy,10,12
0,No Buy,4,9
0.99,Buy,17,13
0.99,Buy,15,23
0,No Buy,2,3
0.99,Buy,30,33
0,No Buy,13,15
0,No Buy,1,2
0.99,Buy,37,25
0.99,Buy,15,15
0,No Buy,1,2
0.99,Buy,32,3
0.99,Buy,60,6
0.99,Buy,43,4
0,No Buy,1,2
0,No Buy,1,2
0.99,Buy,13,2
0,No Buy,4,4
0,No Buy,4,2
0,No Buy,30,4
0,No Buy,6,8
0,No Buy,2,4
0,No Buy,6,4
0,No Buy,48,9
0,No Buy,11,4
0,No Buy,17,7
0,No Buy,4,12
0,No Buy,8,12
0,No Buy,2,2
0,No Buy,1,9
0,No Buy,19,51
0,No Buy,2,5
0,No Buy,1,2
0,No Buy,4,2
0,No Buy,18,5
0.99,Buy,13,18
0,No Buy,2,4
0,No Buy,1,2
0,No Buy,31,24
0,No Buy,21,8
0,No Buy,42,16
0,No Buy,52,25
0,No Buy,31,48
0.99,Buy,29,13
0.99,Buy,97,41
0,No Buy,56,21
0.99,Buy,11,11
0,No Buy,2,3
0,No Buy,2,2
9.99,Buy,70,45
0,No Buy,64,48
0,No Buy,17,19
0.99,Buy,39,26
0.99,Buy,6,5
0,No Buy,26,9
0.99,Buy,10,4
0,No Buy,11,12
0,No Buy,5,4
7.99,Buy,58,31
0.99,Buy,41,15
0,No Buy,7,3
0,No Buy,18,22
0,No Buy,2,4
0,No Buy,6,10
0,No Buy,47,52
0,No Buy,10,10
0,No Buy,15,19
0,No Buy,23,28
0.99,Buy,35,18
9.99,Buy,58,66
0.99,Buy,58,50
9.99,Buy,20,20
0,No Buy,3,6
0,No Buy,8,10
9.99,Buy,10,28
0,No Buy,9,7
0,No Buy,12,9
0,No Buy,1,2
0.99,Buy,80,22
9.99,Buy,15,26
0,No Buy,1,4
0,No Buy,17,19
0.99,Buy,13,9
0.99,Buy,70,64
0.99,Buy,45,41
0,No Buy,2,4
0,No Buy,2,2
0,No Buy,1,2
0,No Buy,1,3
0,No Buy,2,2
0,No Buy,41,27
0,No Buy,10,3
0,No Buy,73,29
0,No Buy,75,43
0,No Buy,6,3
0,No Buy,47,30
0,No Buy,25,50
0,No Buy,4,5
0,No Buy,34,16
0,No Buy,29,14
0,No Buy,5,3
0,No Buy,2,3
0.99,Buy,74,34
0,No Buy,7,2
0.99,Buy,45,10
0,No Buy,8,8
0,No Buy,2,5
0,No Buy,3,1
0,No Buy,1,4
0,No Buy,47,14
0,No Buy,6,2
9.99,Buy,23,63
1.99,Buy,6,12
0,No Buy,1,2
0,No Buy,11,12
0,No Buy,1,6
0,No Buy,1,2
0,No Buy,3,2
0,No Buy,2,2
0,No Buy,2,3
0,No Buy,25,8
0,No Buy,29,4
0,No Buy,67,23
0,No Buy,1,4
0,No Buy,1,4
0,No Buy,49,25
0,No Buy,1,2
0,No Buy,8,8
0,No Buy,3,2
0.99,Buy,13,9
0,No Buy,11,5
0.99,Buy,4,5
0.99,Buy,23,17
0,No Buy,28,9
0.99,Buy,4,6
0.99,Buy,9,6
0,No Buy,16,9
0.99,Buy,30,4
0,No Buy,11,4
0,No Buy,7,4
0.99,Buy,5,4
0.99,Buy,20,5
0,No Buy,27,3
0,No Buy,3,2
0,No Buy,7,6
0.99,Buy,11,12
0.99,Buy,10,9
0,No Buy,24,25
0,No Buy,26,7
0.99,Buy,32,4
0.99,Buy,12,4
0,No Buy,2,4
0,No Buy,7,6
0,No Buy,9,6
0,No Buy,12,4
0,No Buy,12,8
0,No Buy,7,5
0,No Buy,9,7
0.99,Buy,6,3
0.99,Buy,5,2
0,No Buy,36,27
0,No Buy,12,7
0.99,Buy,4,4
0.99,Buy,3,4
0.99,Buy,6,6
0,No Buy,29,28
0.99,Buy,36,7
0,No Buy,7,9
0,No Buy,1,4
0,No Buy,33,27
0,No Buy,28,4
0,No Buy,1,6
0,No Buy,1,2
0,No Buy,2,2
0,No Buy,12,21
0,No Buy,2,5
0,No Buy,29,5
0,No Buy,4,4
0,No Buy,11,16
0,No Buy,1,2
0,No Buy,22,3
0,No Buy,4,3
0,No Buy,3,2
0,No Buy,9,11
0,No Buy,2,7
0,No Buy,3,4
0,No Buy,3,4
0,No Buy,7,3
0,No Buy,1,2
0,No Buy,2,9
0,No Buy,4,3
0,No Buy,3,5
0,No Buy,1,2
0,No Buy,1,8
0,No Buy,1,2
0,No Buy,1,4
0,No Buy,9,4
0,No Buy,4,6
0,No Buy,3,3
0,No Buy,15,19
0,No Buy,1,2
0,No Buy,1,2
0,No Buy,3,3
0,No Buy,3,4
0,No Buy,4,21
0,No Buy,11,18
0,No Buy,2,6
0,No Buy,19,5
0,No Buy,7,4
0,No Buy,9,4
0,No Buy,10,8
0,No Buy,7,12
0,No Buy,8,20
0,No Buy,1,6
0,No Buy,14,31
0,No Buy,3,4
0.99,Buy,6,16
0,No Buy,11,5
0.99,Buy,6,6
0.99,Buy,54,25
0,No Buy,19,10
0,No Buy,1,2
0.99,Buy,29,11
0.99,Buy,11,6
0.99,Buy,12,7
0.99,Buy,4,4
0,No Buy,1,2
0.99,Buy,36,28
0.99,Buy,16,14
0,No Buy,9,3
0,No Buy,8,6
0.99,Buy,3,7
0.99,Buy,1,3
1.99,Buy,2,6
0.99,Buy,29,44
0,No Buy,2,2
0,No Buy,37,15
0,No Buy,13,3
0,No Buy,18,10
0,No Buy,6,8
0,No Buy,7,13
9.99,Buy,8,17
0,No Buy,30,3
0,No Buy,5,9
0,No Buy,17,18
0,No Buy,1,2
0,No Buy,8,4
0,No Buy,2,3
0,No Buy,4,7
0,No Buy,1,3
0.99,Buy,7,7
0.99,Buy,5,4
0,No Buy,10,18
0.99,Buy,11,24
0.99,Buy,26,8
0,No Buy,3,2
0.99,Buy,10,12
0,No Buy,1,6
0,No Buy,3,4
0,No Buy,41,8
0.99,Buy,3,3
0,No Buy,14,8
0,No Buy,2,2
9.99,Buy,1,14
0.99,Buy,20,18
0.99,Buy,9,6
0.99,Buy,9,8
9.99,Buy,3,10
0.99,Buy,6,13
0.99,Buy,25,9
0,No Buy,1,4
0,No Buy,3,4
0,No Buy,1,4
0,No Buy,4,10
0.99,Buy,9,23
0.99,Buy,3,4
0.99,Buy,18,13
0.99,Buy,22,17
0.99,Buy,2,10
0,No Buy,3,7
12.99,Buy,21,20
0,No Buy,2,6
0,No Buy,25,9
0,No Buy,27,3
0,No Buy,29,15
0,No Buy,1,3
0.99,Buy,100,39
1.99,Buy,20,16
0,No Buy,27,5
0,No Buy,26,8
0.99,Buy,71,20
0,No Buy,31,29
0,No Buy,11,9
0,No Buy,9,11
0.99,Buy,95,60
0,No Buy,2,2
0,No Buy,14,8
0,No Buy,37,49
1.99,Buy,10,4
0,No Buy,1,3
0,No Buy,21,14
0,No Buy,7,6
0,No Buy,1,2
0,No Buy,1,2
0,No Buy,3,5
0,No Buy,8,4
0,No Buy,60,24
0,No Buy,15,5
0,No Buy,1,3
0,No Buy,10,14
0,No Buy,23,41
0,No Buy,5,12
0,No Buy,4,8
0,No Buy,6,10
0,No Buy,17,11
0,No Buy,2,2
0,No Buy,1,2
9.99,Buy,8,12
9.99,Buy,29,40
0,No Buy,23,17
9.99,Buy,25,14
9.99,Buy,13,13
0.99,Buy,2,2
0,No Buy,3,7
9.99,Buy,9,11
0.99,Buy,2,2
0.99,Buy,29,13
0,No Buy,1,3
0.99,Buy,1,2
0.99,Buy,9,4
9.99,Buy,61,24
0.99,Buy,1,2
9.99,Buy,34,17
9.99,Buy,6,12
11.99,Buy,9,15
9.99,Buy,7,14
1.89,Buy,16,23
9.99,Buy,3,2
0.99,Buy,32,43
0,No Buy,5,5
0,No Buy,3,2
0,No Buy,1,4
0,No Buy,2,4
0,No Buy,1,3
0,No Buy,16,3
0,No Buy,1,1
0,No Buy,3,4
0,No Buy,1,2
0,No Buy,3,3
0,No Buy,3,4
0.99,Buy,10,1
0,No Buy,1,2
0,No Buy,2,9
0.99,Buy,3,6
0,No Buy,2,9
0,No Buy,1,2
0,No Buy,2,6
0,No Buy,3,12
0,No Buy,2,9
0,No Buy,2,5
0,No Buy,1,2
0,No Buy,13,12
0,No Buy,105,40
0,No Buy,38,10
0,No Buy,6,2
0,No Buy,28,10
0,No Buy,74,28
0,No Buy,3,6
0,No Buy,9,6
0.99,Buy,70,10
0,No Buy,9,13
0,No Buy,21,13
0,No Buy,2,4
0.99,Buy,29,3
9.99,Buy,1,12
0,No Buy,15,5
0,No Buy,10,13
0,No Buy,6,6
0,No Buy,26,6
0,No Buy,7,6
0,No Buy,1,2
0,No Buy,1,4
0,No Buy,11,15
0.99,Buy,6,2
0,No Buy,1,2
0,No Buy,6,7
0,No Buy,8,8
0,No Buy,17,11
0.99,Buy,9,8
0.99,Buy,1,2
0,No Buy,4,4
0.99,Buy,6,6
0.99,Buy,4,3
0,No Buy,4,6
0,No Buy,3,4
0,No Buy,1,2
0,No Buy,8,1
0,No Buy,4,2
0,No Buy,1,4
0,No Buy,9,17
0,No Buy,17,2
0,No Buy,6,9
0,No Buy,2,2
0.99,Buy,18,7
0.99,Buy,20,11
0,No Buy,21,12
0.99,Buy,4,15
0,No Buy,10,9
0,No Buy,5,4
8.91,Buy,5,12
0,No Buy,1,2
0,No Buy,5,2
0,No Buy,27,7
0,No Buy,17,8
0,No Buy,5,3
0,No Buy,5,4
0,No Buy,35,24
0,No Buy,13,8
0,No Buy,2,3
0,No Buy,9,10
0,No Buy,3,9
0,No Buy,21,8
0,No Buy,1,4
0,No Buy,11,2
0,No Buy,13,5
0,No Buy,2,3
0,No Buy,1,3
0,No Buy,62,19
0.99,Buy,17,12
0,No Buy,2,2
0,No Buy,10,11
0,No Buy,2,3
0,No Buy,10,8
0,No Buy,9,22
0,No Buy,4,6
0,No Buy,2,2
11.99,Buy,2,15
0.99,Buy,51,21
0.99,Buy,39,12
0,No Buy,6,6
0.99,Buy,25,9
0,No Buy,18,5
0,No Buy,1,2
0,No Buy,1,3
0,No Buy,2,3
0,No Buy,3,3
0,No Buy,2,2
9.99,Buy,23,14
0.99,Buy,50,6
0,No Buy,6,2
0,No Buy,4,3
0,No Buy,4,2
0,No Buy,48,6
0,No Buy,5,3
0,No Buy,9,2
0.99,Buy,1,2
0.99,Buy,25,3
0,No Buy,1,2
0,No Buy,13,3
0.99,Buy,2,2
0,No Buy,15,3
0.81,Buy,33,3
0,No Buy,6,6
1.99,Buy,91,7
0.99,Buy,19,5
0,No Buy,10,3
0,No Buy,1,5
0,No Buy,49,6
0,No Buy,5,3
0,No Buy,16,2
0,No Buy,1,7
0.99,Buy,44,10
0,No Buy,29,2
0,No Buy,61,5
0,No Buy,12,3
0,No Buy,9,2
0,No Buy,3,2
0,No Buy,4,2
0,No Buy,12,23
0.99,Buy,23,9
1.99,Buy,11,2
0.99,Buy,106,29
0,No Buy,26,18
0,No Buy,3,3
0,No Buy,54,7
0,No Buy,8,3
0,No Buy,2,2
0,No Buy,3,2
0,No Buy,3,2
0,No Buy,26,40
0,No Buy,16,2
0,No Buy,5,3
0,No Buy,20,3
0,No Buy,30,3
0,No Buy,2,3
0.99,Buy,54,8
0.99,Buy,44,4
0,No Buy,3,4
0,No Buy,3,2
0,No Buy,1,2
0,No Buy,1,4
0,No Buy,30,7
0,No Buy,3,3
0,No Buy,3,3
0.99,Buy,2,5
0,No Buy,10,13
0,No Buy,1,2
0,No Buy,3,6
0,No Buy,11,6
0,No Buy,3,2
0,No Buy,1,2
0,No Buy,4,5
0,No Buy,1,8
0,No Buy,1,3
0,No Buy,1,2
0.99,Buy,3,2
0,No Buy,1,2
0,No Buy,4,5
0,No Buy,8,7
0,No Buy,15,7
0,No Buy,4,5
0,No Buy,1,2
0,No Buy,1,3
0,No Buy,14,16
0,No Buy,32,11
0.99,Buy,4,8
0.99,Buy,5,6
0.99,Buy,3,6
0.99,Buy,5,5
0,No Buy,6,6
0,No Buy,3,3
0.99,Buy,11,9
0.99,Buy,34,10
0.99,Buy,4,7
0.99,Buy,14,7
0,No Buy,20,5
0,No Buy,28,2
0.99,Buy,1,3
0,No Buy,5,5
0.99,Buy,22,6
0,No Buy,2,4
0.99,Buy,17,12
0.99,Buy,16,15
0.99,Buy,11,17
0.99,Buy,10,9
0.99,Buy,2,3
0,No Buy,1,7
0,No Buy,1,2
0.99,Buy,31,40
0,No Buy,23,11
0.99,Buy,26,9
0,No Buy,1,3
0,No Buy,4,6
0,No Buy,10,29
0,No Buy,5,6
0,No Buy,2,7
0,No Buy,2,1
0,No Buy,1,9
0,No Buy,20,10
0,No Buy,6,6
0,No Buy,1,5
0,No Buy,2,3
0,No Buy,2,3
0,No Buy,81,36
0,No Buy,50,26
0,No Buy,4,9
0,No Buy,11,5
0,No Buy,6,4
0,No Buy,1,3
0,No Buy,21,40
399,Buy,12,25
0,No Buy,1,1
0,No Buy,1,2
0,No Buy,1,3
0,No Buy,1,5
0,No Buy,3,10
0,No Buy,9,17
0,No Buy,1,5
0,No Buy,6,8
0,No Buy,1,5
0,No Buy,1,3
0,No Buy,3,9
0,No Buy,2,6
0,No Buy,1,5
0,No Buy,3,4
0,No Buy,61,10
0,No Buy,4,16
0,No Buy,7,9
0,No Buy,13,2
0,No Buy,3,4
0,No Buy,1,4
0,No Buy,7,9
0,No Buy,23,11
0,No Buy,1,3
0,No Buy,16,13
399,Buy,29,26
0,No Buy,2,5
0,No Buy,4,8
0,No Buy,9,7
0,No Buy,2,3
0,No Buy,66,24
0,No Buy,57,20
0,No Buy,2,5
0,No Buy,7,12
0,No Buy,7,6
0,No Buy,4,6
0,No Buy,3,7
0,No Buy,5,9
0,No Buy,5,6
0,No Buy,1,2
11.99,Buy,105,26
0,No Buy,23,3
0,No Buy,2,5
0,No Buy,8,4
0,No Buy,12,10
0,No Buy,5,6
0,No Buy,1,5
0.99,Buy,30,14
0.99,Buy,3,5
0,No Buy,19,9
0,No Buy,1,2
0,No Buy,10,13
0.99,Buy,2,4
0,No Buy,3,3
0.99,Buy,17,24
0,No Buy,3,2
0,No Buy,14,4
0,No Buy,4,6
0,No Buy,1,4
0,No Buy,1,2
0,No Buy,6,7
0,No Buy,11,8
0,No Buy,128,55
0,No Buy,40,19
0,No Buy,4,10
0,No Buy,1,4
0.99,Buy,18,3
0,No Buy,14,8
0,No Buy,18,6
0,No Buy,2,3
0,No Buy,1,3
0,No Buy,19,45
0,No Buy,1,3
0,No Buy,12,12
0,No Buy,20,54
0,No Buy,1,4
0,No Buy,5,6
0,No Buy,2,8
0,No Buy,1,8
0,No Buy,5,10
0,No Buy,1,3
0,No Buy,1,3
0,No Buy,2,6
0,No Buy,1,2
0,No Buy,1,2
0,No Buy,5,8
0,No Buy,2,3
0,No Buy,2,5
0,No Buy,5,2
0,No Buy,7,4
0,No Buy,2,13
0,No Buy,2,5
0,No Buy,1,2
0,No Buy,8,7
0,No Buy,1,4
0,No Buy,1,3
0,No Buy,10,7
0,No Buy,2,5
0,No Buy,4,13
0,No Buy,3,2
0,No Buy,7,3
0,No Buy,3,7
0,No Buy,25,4
0,No Buy,2,6
0,No Buy,3,1
0,No Buy,6,6
0,No Buy,1,3
0,No Buy,3,5
0,No Buy,10,5
0,No Buy,21,9
0,No Buy,41,11
0,No Buy,16,6
0,No Buy,1,3
0,No Buy,13,3
0,No Buy,1,3
0,No Buy,42,34
0,No Buy,8,3
0,No Buy,1,2
0.99,Buy,51,16
0,No Buy,11,4
0,No Buy,14,11
0,No Buy,1,3
0,No Buy,36,14
0,No Buy,43,8
0,No Buy,25,13
0,No Buy,13,10
0,No Buy,8,6
0,No Buy,3,4
0,No Buy,4,11
0.99,Buy,10,7
0,No Buy,17,4
0,No Buy,15,4
0.99,Buy,50,17
0,No Buy,18,5
7.99,Buy,79,15
0.99,Buy,4,4
0.99,Buy,12,6
0.99,Buy,143,58
0.99,Buy,24,14
0.99,Buy,4,4
0,No Buy,3,3
0.99,Buy,34,8
0.99,Buy,47,19
0.99,Buy,65,20
0.99,Buy,41,28
0.99,Buy,69,34
0.99,Buy,8,5
0,No Buy,16,3
0,No Buy,2,2
0,No Buy,3,3
0,No Buy,9,18
0,No Buy,2,6
0,No Buy,10,4
4.99,Buy,7,7
0,No Buy,1,5
1.99,Buy,2,5
0,No Buy,2,2
0,No Buy,1,2
0,No Buy,8,5
0,No Buy,3,3
0,No Buy,6,7
0,No Buy,15,2
0.99,Buy,69,22
0.99,Buy,49,20
0,No Buy,3,8
0,No Buy,1,3
0.99,Buy,4,8
0,No Buy,19,6
1.99,Buy,2,8
0,No Buy,9,32
0,No Buy,4,4
0,No Buy,29,22
0,No Buy,8,3
0,No Buy,4,3
0,No Buy,19,17
0,No Buy,1,3
0,No Buy,4,3
0,No Buy,49,12
0,No Buy,14,10
0,No Buy,4,3
0,No Buy,45,18
0,No Buy,32,14
0,No Buy,34,9
0,No Buy,4,9
0,No Buy,1,2
0.99,Buy,13,9
0,No Buy,34,6
0,No Buy,1,2
0,No Buy,1,4
0,No Buy,8,2
0,No Buy,3,5
0,No Buy,5,4
0,No Buy,24,8
0,No Buy,9,19
0,No Buy,5,2
0,No Buy,1,2
0,No Buy,5,3
0,No Buy,6,3
0,No Buy,4,8
0,No Buy,6,7
0,No Buy,2,3
0,No Buy,3,6
0,No Buy,7,3
0,No Buy,7,9
0,No Buy,3,8
0,No Buy,3,3
0,No Buy,8,5
1.99,Buy,8,10
0.99,Buy,22,23
0,No Buy,9,9
0,No Buy,13,14
0,No Buy,29,9
0,No Buy,2,2
0,No Buy,12,10
0,No Buy,27,6
0,No Buy,1,1
0,No Buy,3,7
0,No Buy,2,2
0,No Buy,7,14
0,No Buy,1,4
0,No Buy,3,12
0,No Buy,18,97
0,No Buy,2,14
0,No Buy,2,8
0,No Buy,10,11
0,No Buy,2,6
0,No Buy,49,45
0,No Buy,1,3
0,No Buy,1,3
0,No Buy,1,1
0,No Buy,3,7
0,No Buy,5,3
0,No Buy,1,5
0,No Buy,7,6
0,No Buy,3,6
0,No Buy,47,15
0.99,Buy,9,8
0.99,Buy,20,10
0,No Buy,29,8
0,No Buy,1,4
0.99,Buy,25,4
0.99,Buy,1,3
0.99,Buy,24,20
0.99,Buy,19,7
0.99,Buy,13,10
0.99,Buy,12,4
0.99,Buy,49,34
0,No Buy,1,3
0.99,Buy,55,13
0.99,Buy,29,27
0.99,Buy,3,4
0.99,Buy,18,12
0.99,Buy,31,15
0.99,Buy,27,9
0,No Buy,1,2
0,No Buy,9,13
0,No Buy,1,2
0,No Buy,11,6
0.99,Buy,6,5
0.99,Buy,25,6
0,No Buy,6,2
0.99,Buy,55,10
0,No Buy,4,4
0,No Buy,3,2
0,No Buy,1,2
0,No Buy,13,11
0,No Buy,4,3
0,No Buy,8,3
0,No Buy,8,3
0,No Buy,66,28
0,No Buy,1,5
0,No Buy,2,2
0,No Buy,20,13
0,No Buy,35,13
0,No Buy,22,5
0,No Buy,64,10
0,No Buy,18,12
0,No Buy,9,2
0,No Buy,16,6
0,No Buy,18,5
0,No Buy,14,7
0,No Buy,37,11
0,No Buy,11,7
0,No Buy,3,4
0,No Buy,38,4
0,No Buy,11,4
0,No Buy,1,3
0,No Buy,1,2
0,No Buy,19,9
0,No Buy,13,9
0,No Buy,2,7
0,No Buy,1,3
0,No Buy,10,8
0,No Buy,3,6
0,No Buy,1,3
0,No Buy,6,7
0.99,Buy,9,4
0.99,Buy,2,3
9.99,Buy,2,13
0.99,Buy,30,16
0.99,Buy,6,5
0,No Buy,1,2
0,No Buy,2,7
0.99,Buy,18,16
0,No Buy,1,1
0.99,Buy,23,24
0.99,Buy,74,24
0.99,Buy,8,4
0.99,Buy,6,10
0,No Buy,1,2
0.99,Buy,1,2
0,No Buy,1,2
0,No Buy,10,2
0,No Buy,83,16
0,No Buy,4,2
0,No Buy,7,15
0,No Buy,9,6
0,No Buy,1,2
0,No Buy,1,1
0.99,Buy,24,12
0.99,Buy,11,2
0,No Buy,15,4
0,No Buy,26,4
0.99,Buy,9,7
0.99,Buy,1,2
0,No Buy,8,3
0.99,Buy,10,14
0.99,Buy,42,14
0.99,Buy,5,4
0,No Buy,1,2
0,No Buy,10,15
0,No Buy,7,3
0,No Buy,1,2
0,No Buy,18,7
0,No Buy,1,2
0,No Buy,4,7
0,No Buy,12,9
0,No Buy,1,3
0,No Buy,38,5
0.99,Buy,82,11
0,No Buy,3,4
0,No Buy,59,17
0,No Buy,1,2
0.99,Buy,48,27
0,No Buy,17,8
0.99,Buy,59,11
0,No Buy,2,5
0,No Buy,1,4
0,No Buy,2,3
8.91,Buy,33,34
0,No Buy,1,3
0,No Buy,17,11
0,No Buy,3,3
0,No Buy,7,4
0,No Buy,1,4
0.99,Buy,50,40
0,No Buy,1,3
0,No Buy,29,6
0,No Buy,10,8
0,No Buy,6,9
0,No Buy,3,2
0,No Buy,41,14
0,No Buy,14,13
0,No Buy,79,18
0,No Buy,1,1
0,No Buy,23,2
0,No Buy,1,3
0,No Buy,12,8
0,No Buy,3,9
0,No Buy,9,7
0,No Buy,51,11
0,No Buy,42,16
0,No Buy,17,6
0,No Buy,4,12
0,No Buy,15,3
0,No Buy,2,4
0.99,Buy,1,2
0,No Buy,3,7
0.99,Buy,3,9
0,No Buy,6,2
0,No Buy,4,4
0.99,Buy,2,3
0.99,Buy,2,3
0,No Buy,20,2
0.99,Buy,29,6
0,No Buy,2,4
0,No Buy,3,5
0,No Buy,46,51
0,No Buy,5,5
0,No Buy,11,12
0,No Buy,2,2
0,No Buy,1,4
0,No Buy,1,2
0,No Buy,4,3
0,No Buy,3,4
0,No Buy,1,3
0,No Buy,5,2
0,No Buy,1,2
0,No Buy,14,3
0,No Buy,35,3
0,No Buy,2,3
0,No Buy,5,2
0,No Buy,13,2
0,No Buy,1,2
0,No Buy,9,7
0,No Buy,8,2
0,No Buy,6,3
0,No Buy,3,5
0,No Buy,22,2
0,No Buy,14,3
0,No Buy,6,4
0,No Buy,57,10
0,No Buy,10,5
0,No Buy,2,3
0,No Buy,2,3
0,No Buy,30,6
0,No Buy,10,3
0,No Buy,4,5
0,No Buy,59,29
0,No Buy,4,2
0,No Buy,1,2
0,No Buy,8,3
0,No Buy,12,18
0,No Buy,10,9
0,No Buy,1,2
0,No Buy,29,6
0,No Buy,2,3
0,No Buy,58,38
0,No Buy,13,2
0,No Buy,2,3
0,No Buy,1,3
0,No Buy,13,11
0,No Buy,8,6
0,No Buy,1,3
0,No Buy,8,4
0,No Buy,29,8
0,No Buy,10,6
0,No Buy,1,3
0,No Buy,2,2
0,No Buy,22,2
0,No Buy,24,2
0,No Buy,1,4
0,No Buy,38,11
0,No Buy,1,2
0,No Buy,2,8
0,No Buy,33,15
0,No Buy,7,3
0,No Buy,30,3
0,No Buy,3,3
0,No Buy,5,3
0,No Buy,3,3
0,No Buy,5,7
0,No Buy,29,70
0,No Buy,8,24
0,No Buy,31,25
0,No Buy,5,13
0,No Buy,24,2
0,No Buy,18,2
0.99,Buy,47,8
0,No Buy,3,3
0,No Buy,4,4
0,No Buy,3,4
0,No Buy,4,2
0,No Buy,38,15
0,No Buy,7,11
0.99,Buy,15,7
0,No Buy,6,5
0,No Buy,23,12
0,No Buy,6,4
0,No Buy,1,6
0,No Buy,1,8
0,No Buy,1,2
0,No Buy,5,14
0,No Buy,1,4
0,No Buy,9,8
0,No Buy,2,3
0,No Buy,1,4
0,No Buy,5,1
0,No Buy,1,3
0,No Buy,1,4
0,No Buy,15,3
0,No Buy,13,18
0,No Buy,31,22
0,No Buy,1,4
0,No Buy,9,18
0,No Buy,19,16
0.99,Buy,23,4
0,No Buy,15,10
0.99,Buy,17,9
0.99,Buy,6,7
0.99,Buy,1,2
0.99,Buy,12,8
0.99,Buy,1,2
0.99,Buy,8,7
0.99,Buy,3,3
0.99,Buy,4,3
0.99,Buy,10,8
0,No Buy,1,1
0.99,Buy,13,8
0.99,Buy,3,4
0.99,Buy,2,2
0.99,Buy,1,2
0,No Buy,5,8
0.99,Buy,19,17
0.99,Buy,36,19
0.99,Buy,1,2
0.99,Buy,5,3
0.99,Buy,10,3
0.99,Buy,17,4
0,No Buy,2,2
0.99,Buy,13,16
0.99,Buy,61,37
0.99,Buy,2,4
0.99,Buy,13,3
0,No Buy,2,2
0.99,Buy,1,2
0,No Buy,4,5
0.99,Buy,11,11
0.99,Buy,65,22
0,No Buy,1,2
0,No Buy,1,5
0.99,Buy,39,14
0.99,Buy,1,2
0.99,Buy,21,11
0.99,Buy,7,5
0.99,Buy,1,2
0,No Buy,15,7
0,No Buy,1,3
0,No Buy,1,2
0,No Buy,11,18
1405.95,Buy,39,23
0,No Buy,20,8
0,No Buy,9,8
0,No Buy,1,5
0,No Buy,13,8
0,No Buy,40,22
0,No Buy,32,11
0,No Buy,35,7
0,No Buy,4,2
0,No Buy,8,4
0,No Buy,11,2
0,No Buy,47,11
0,No Buy,12,15
0,No Buy,14,9
0,No Buy,16,3
0,No Buy,43,14
0,No Buy,17,14
0,No Buy,3,5
0,No Buy,12,8
0,No Buy,36,54
0,No Buy,16,13
0,No Buy,3,7
0,No Buy,27,10
0,No Buy,2,4
0,No Buy,5,4
0,No Buy,3,5
0,No Buy,44,38
0,No Buy,4,2
0,No Buy,31,27
0,No Buy,11,5
0,No Buy,25,4
0,No Buy,23,3
0,No Buy,5,6
0,No Buy,25,44
0,No Buy,3,2
0,No Buy,3,3
0,No Buy,1,2
0,No Buy,3,4
0,No Buy,11,17
0,No Buy,7,2
0,No Buy,36,9
0,No Buy,107,30
0,No Buy,5,4
0,No Buy,1,3
0,No Buy,3,3
0,No Buy,2,3
0,No Buy,4,4
0,No Buy,101,24
0,No Buy,9,6
0,No Buy,6,10
0,No Buy,42,52
0,No Buy,1,2
0,No Buy,30,9
0,No Buy,4,4
0,No Buy,13,3
0,No Buy,39,57
0,No Buy,1,3
0,No Buy,20,29
