Sales,Buy,Duration,PageViews
0,No Buy,14,16
0,No Buy,5,7
0,No Buy,2,4
0,No Buy,3,3
0,No Buy,1,2
0,No Buy,4,8
0,No Buy,17,3
0,No Buy,4,6
0,No Buy,2,7
0,No Buy,11,4
0,No Buy,1,2
0,No Buy,12,3
0,No Buy,20,7
0,No Buy,1,4
0,No Buy,33,31
154,Buy,30,20
0,No Buy,12,5
0,No Buy,11,14
0,No Buy,4,3
0,No Buy,8,9
0,No Buy,1,2
0.99,Buy,7,22
0,No Buy,2,3
0,No Buy,4,3
0,No Buy,12,14
0,No Buy,3,2
0,No Buy,9,2
0.99,Buy,2,3
0.99,Buy,71,23
0,No Buy,9,18
0,No Buy,33,12
0,No Buy,14,8
0,No Buy,1,5
0,No Buy,15,10
0,No Buy,3,8
0,No Buy,12,12
0,No Buy,19,19
0,No Buy,4,6
0,No Buy,6,12
0,No Buy,1,2
0,No Buy,17,18
0,No Buy,28,14
0,No Buy,38,26
0,No Buy,1,2
0,No Buy,1,3
0,No Buy,57,24
0,No Buy,2,8
0,No Buy,7,7
0,No Buy,2,3
7.99,Buy,11,16
9.99,Buy,38,21
0.99,Buy,7,4
0.99,Buy,29,13
0.99,Buy,5,2
0.99,Buy,31,13
0,No Buy,1,3
0,No Buy,1,12
33.95,Buy,8,20
0,No Buy,37,15
12.99,Buy,19,21
0,No Buy,8,8
0,No Buy,4,4
0,No Buy,9,11
0,No Buy,5,10
9.99,Buy,19,17
0,No Buy,3,4
0,No Buy,3,3
0,No Buy,2,3
0,No Buy,3,7
0,No Buy,15,10
0.99,Buy,8,9
9,Buy,9,19
0,No Buy,23,16
0.99,Buy,123,67
0,No Buy,6,4
0.99,Buy,6,9
0,No Buy,5,3
0,No Buy,6,4
0.99,Buy,18,18
0,No Buy,9,9
0,No Buy,11,10
0.99,Buy,89,91
0.99,Buy,21,29
0,No Buy,8,4
0,No Buy,32,7
0,No Buy,11,7
0.99,Buy,30,40
0,No Buy,7,5
0,No Buy,15,5
0,No Buy,11,11
0,No Buy,54,22
0,No Buy,30,9
0,No Buy,23,9
0,No Buy,28,17
0,No Buy,4,26
0.99,Buy,1,2
0.99,Buy,2,3
0.99,Buy,18,11
0.99,Buy,1,3
12.99,Buy,24,28
0.99,Buy,58,22
0.99,Buy,1,4
0.99,Buy,3,4
0.99,Buy,7,9
0.99,Buy,11,14
0,No Buy,1,4
7.99,Buy,8,18
0.99,Buy,32,26
0,No Buy,4,3
0,No Buy,10,7
0,No Buy,1,3
0,No Buy,1,3
0,No Buy,6,9
0,No Buy,3,2
0,No Buy,1,1
0,No Buy,6,3
0,No Buy,3,2
0,No Buy,3,5
0,No Buy,1,3
0,No Buy,35,9
0,No Buy,4,2
0,No Buy,2,4
0,No Buy,5,12
0.99,Buy,14,9
0,No Buy,9,7
0.99,Buy,3,5
0.99,Buy,1,4
0.99,Buy,2,6
0.99,Buy,8,2
11.99,Buy,2,17
0.99,Buy,10,15
0.99,Buy,1,2
0.99,Buy,9,47
0.99,Buy,5,5
0,No Buy,1,4
0,No Buy,19,16
0,No Buy,1,5
0,No Buy,1,4
0,No Buy,25,21
0,No Buy,5,5
0,No Buy,25,11
0,No Buy,14,16
0,No Buy,10,11
0,No Buy,1,2
0,No Buy,1,5
0.99,Buy,12,22
0.99,Buy,12,2
0,No Buy,2,4
0.99,Buy,2,9
0.99,Buy,17,22
0,No Buy,1,4
0.99,Buy,7,6
9.99,Buy,2,8
0.99,Buy,9,30
0.99,Buy,2,2
0.99,Buy,13,27
0,No Buy,3,4
0,No Buy,1,4
0,No Buy,1,2
18.95,Buy,16,6
0,No Buy,39,12
0,No Buy,6,3
0,No Buy,7,3
199,Buy,13,31
0,No Buy,28,15
16.99,Buy,114,24
0.99,Buy,35,6
18.95,Buy,6,4
0,No Buy,3,2
0,No Buy,1,4
0,No Buy,42,21
0,No Buy,8,8
0,No Buy,2,6
0,No Buy,2,6
0,No Buy,40,21
0,No Buy,6,5
0,No Buy,18,27
0,No Buy,2,2
0,No Buy,4,3
0,No Buy,65,28
0,No Buy,16,9
0,No Buy,36,18
0,No Buy,3,7
0.87,Buy,102,26
0,No Buy,16,8
0,No Buy,4,5
0,No Buy,6,6
0,No Buy,58,12
0,No Buy,19,3
0,No Buy,105,7
30,Buy,16,14
0,No Buy,6,10
0,No Buy,16,8
0,No Buy,1,3
0,No Buy,12,2
0,No Buy,17,8
27,Buy,37,25
0,No Buy,17,18
0.99,Buy,2,2
0,No Buy,3,5
0,No Buy,21,3
0.99,Buy,11,11
0,No Buy,8,16
0,No Buy,16,2
0,No Buy,14,4
0,No Buy,13,3
0,No Buy,13,5
0,No Buy,1,2
0,No Buy,22,4
0,No Buy,1,2
0,No Buy,11,5
0,No Buy,8,2
0,No Buy,1,2
0.99,Buy,38,22
0,No Buy,22,16
0,No Buy,6,5
0,No Buy,35,23
0,No Buy,12,8
0,No Buy,8,22
0,No Buy,17,2
0,No Buy,9,2
0,No Buy,42,18
0,No Buy,3,5
0,No Buy,5,4
0,No Buy,17,3
0,No Buy,3,5
0,No Buy,8,8
0,No Buy,9,4
0,No Buy,11,18
0,No Buy,28,12
0,No Buy,6,14
0,No Buy,9,4
0,No Buy,27,26
0,No Buy,17,8
0,No Buy,101,65
0,No Buy,13,16
0,No Buy,47,18
0,No Buy,1,2
0,No Buy,30,6
0.99,Buy,1,2
0,No Buy,25,4
0,No Buy,16,6
0,No Buy,9,10
0,No Buy,24,9
0,No Buy,8,12
0,No Buy,43,64
0,No Buy,42,15
0,No Buy,97,74
0,No Buy,33,19
0,No Buy,1,2
0.99,Buy,41,60
0,No Buy,23,5
0,No Buy,3,3
0,No Buy,1,3
0,No Buy,20,21
0,No Buy,3,3
0,No Buy,5,7
0,No Buy,4,1
0,No Buy,3,8
0,No Buy,33,26
0,No Buy,5,4
0,No Buy,9,14
0,No Buy,26,7
0,No Buy,9,4
0,No Buy,4,6
0,No Buy,15,2
0.99,Buy,85,57
0,No Buy,26,28
0,No Buy,11,12
0,No Buy,3,7
0,No Buy,11,5
0,No Buy,8,25
0,No Buy,6,2
0,No Buy,1,2
0,No Buy,5,7
0,No Buy,6,3
0,No Buy,11,9
0,No Buy,21,13
0,No Buy,3,2
0,No Buy,8,11
0,No Buy,16,3
0,No Buy,21,27
0,No Buy,1,2
0,No Buy,12,10
0,No Buy,6,8
0,No Buy,2,6
0,No Buy,5,10
0,No Buy,5,3
0,No Buy,4,2
0,No Buy,9,9
0,No Buy,1,2
0.99,Buy,66,28
0,No Buy,21,21
0,No Buy,38,8
0,No Buy,69,24
0.99,Buy,14,23
0,No Buy,5,5
0,No Buy,1,2
0,No Buy,5,12
0,No Buy,15,8
0,No Buy,3,4
0,No Buy,22,19
0,No Buy,33,37
0,No Buy,1,2
0,No Buy,17,12
0,No Buy,1,2
0.99,Buy,27,27
0,No Buy,4,4
0,No Buy,60,19
0,No Buy,59,15
0,No Buy,25,7
0,No Buy,41,11
0,No Buy,9,2
0,No Buy,1,3
0.99,Buy,9,19
0,No Buy,13,6
0,No Buy,32,45
0.55,Buy,9,11
0,No Buy,70,6
0,No Buy,7,5
0,No Buy,41,17
0.99,Buy,15,37
0,No Buy,10,12
0.99,Buy,2,2
0,No Buy,10,4
0,No Buy,30,6
0.99,Buy,75,48
0,No Buy,7,6
0,No Buy,14,3
0,No Buy,3,3
0,No Buy,36,9
0,No Buy,1,2
0,No Buy,1,2
0,No Buy,1,3
0,No Buy,1,5
0,No Buy,59,19
0,No Buy,12,10
0,No Buy,10,20
0,No Buy,18,8
0,No Buy,47,26
0.99,Buy,50,35
0,No Buy,8,6
6,Buy,21,23
0,No Buy,4,2
0,No Buy,81,12
0,No Buy,59,12
0,No Buy,4,5
0,No Buy,44,44
0,No Buy,3,3
0,No Buy,1,2
0,No Buy,1,5
0,No Buy,2,7
0,No Buy,14,4
0,No Buy,7,3
0,No Buy,13,8
0,No Buy,1,2
0,No Buy,1,2
0,No Buy,11,8
0.99,Buy,2,4
0,No Buy,10,10
0,No Buy,16,3
0,No Buy,5,10
0,No Buy,37,4
0,No Buy,2,7
0,No Buy,8,9
0,No Buy,78,49
0,No Buy,8,4
0,No Buy,1,2
0,No Buy,50,7
0.99,Buy,1,6
0,No Buy,23,6
0,No Buy,35,8
0,No Buy,1,2
0,No Buy,5,5
0,No Buy,19,43
0.99,Buy,48,21
0,No Buy,8,10
0,No Buy,2,2
0,No Buy,18,7
0,No Buy,36,54
0,No Buy,2,3
0,No Buy,15,9
0,No Buy,4,8
0,No Buy,1,2
0,No Buy,4,3
0.99,Buy,7,7
0,No Buy,79,25
0.99,Buy,105,52
0,No Buy,4,6
0,No Buy,4,8
0,No Buy,31,9
0,No Buy,8,3
0,No Buy,5,6
0,No Buy,6,9
0,No Buy,44,23
0,No Buy,18,12
0,No Buy,2,2
0,No Buy,3,3
0,No Buy,3,3
0,No Buy,4,7
0,No Buy,2,5
0,No Buy,3,2
0,No Buy,28,7
0,No Buy,9,4
0.99,Buy,36,15
0,No Buy,8,7
0,No Buy,5,7
0,No Buy,4,3
0.99,Buy,45,21
0,No Buy,24,7
0.99,Buy,27,36
0,No Buy,11,4
0,No Buy,1,2
0,No Buy,26,8
0,No Buy,3,4
0.99,Buy,2,2
0,No Buy,15,9
0,No Buy,26,6
0.99,Buy,7,15
0.99,Buy,45,19
0.99,Buy,88,46
0,No Buy,21,7
0.99,Buy,11,9
0,No Buy,7,4
0.99,Buy,3,3
0,No Buy,1,2
0,No Buy,6,3
0,No Buy,48,11
0,No Buy,10,14
0,No Buy,1,4
25,Buy,55,39
0,No Buy,3,4
0,No Buy,6,3
0,No Buy,1,6
0,No Buy,1,4
0,No Buy,1,2
0,No Buy,17,9
6.99,Buy,29,28
0.99,Buy,21,17
0,No Buy,35,12
0.99,Buy,33,13
0.99,Buy,9,25
0.99,Buy,12,10
0.99,Buy,18,13
0,No Buy,9,3
0,No Buy,9,10
0,No Buy,13,2
0,No Buy,1,2
0,No Buy,1,2
0.99,Buy,6,5
0,No Buy,7,5
0.99,Buy,7,6
1.99,Buy,4,8
0,No Buy,14,5
0,No Buy,7,4
0.99,Buy,11,12
0,No Buy,1,2
0,No Buy,1,2
0,No Buy,2,2
0.99,Buy,1,2
0,No Buy,26,5
0,No Buy,5,5
0,No Buy,1,3
0,No Buy,15,4
0.99,Buy,20,9
0,No Buy,39,23
0,No Buy,3,3
0,No Buy,1,2
0,No Buy,6,5
0,No Buy,20,3
0,No Buy,10,5
0,No Buy,6,7
0,No Buy,5,4
9.99,Buy,19,19
0.99,Buy,6,4
0.99,Buy,22,3
0,No Buy,3,7
0,No Buy,20,33
0,No Buy,95,68
0,No Buy,12,4
0,No Buy,1,3
0,No Buy,1,2
0,No Buy,9,6
0,No Buy,3,3
0,No Buy,1,5
0,No Buy,2,2
0,No Buy,2,14
0,No Buy,4,10
0,No Buy,2,5
0,No Buy,2,8
0,No Buy,2,5
0,No Buy,1,2
0,No Buy,1,3
0,No Buy,22,35
0,No Buy,2,1
0.99,Buy,39,8
199,Buy,81,53
0.99,Buy,38,38
0.99,Buy,76,51
0,No Buy,5,11
0,No Buy,2,2
0,No Buy,4,13
0,No Buy,2,3
0,No Buy,1,2
0,No Buy,4,2
0,No Buy,3,2
0,No Buy,2,7
0,No Buy,2,6
1.99,Buy,27,8
0,No Buy,2,9
0,No Buy,3,5
0,No Buy,22,21
0,No Buy,1,4
0,No Buy,8,2
0,No Buy,13,11
0,No Buy,1,4
0,No Buy,3,3
0,No Buy,7,4
0,No Buy,22,5
0,No Buy,4,3
0,No Buy,1,2
0,No Buy,1,4
0,No Buy,4,6
0,No Buy,1,5
0,No Buy,1,1
0,No Buy,1,2
0,No Buy,13,5
0,No Buy,2,4
0,No Buy,8,3
0,No Buy,11,3
0,No Buy,1,2
0,No Buy,1,3
0,No Buy,2,6
1.99,Buy,37,18
0,No Buy,20,13
0,No Buy,39,12
0,No Buy,30,31
0,No Buy,26,12
0,No Buy,1,3
0.99,Buy,19,5
0,No Buy,3,10
0.99,Buy,21,23
0,No Buy,8,6
0,No Buy,2,5
0,No Buy,6,15
0,No Buy,6,22
0,No Buy,12,7
0,No Buy,2,4
0,No Buy,6,6
0,No Buy,4,9
0,No Buy,2,4
0,No Buy,2,2
0.99,Buy,25,31
0.99,Buy,2,3
0,No Buy,8,10
0,No Buy,1,2
0.99,Buy,77,34
0,No Buy,8,4
0.99,Buy,22,27
0,No Buy,2,7
0,No Buy,32,11
0.99,Buy,13,6
0.99,Buy,2,4
0.99,Buy,1,2
0.99,Buy,10,19
0,No Buy,1,2
0,No Buy,28,7
0.99,Buy,20,8
0,No Buy,35,40
0,No Buy,2,5
0,No Buy,7,7
0,No Buy,2,4
0,No Buy,3,7
0,No Buy,3,4
0,No Buy,10,3
0,No Buy,7,4
0,No Buy,3,2
0,No Buy,4,2
0,No Buy,8,3
0,No Buy,3,6
0,No Buy,1,5
0,No Buy,22,8
0,No Buy,9,2
0,No Buy,2,11
0,No Buy,3,5
0,No Buy,3,5
0.99,Buy,26,4
0.99,Buy,33,16
0.99,Buy,1,2
0.99,Buy,34,11
0,No Buy,5,7
0,No Buy,11,8
0,No Buy,33,16
0,No Buy,11,16
0,No Buy,2,4
0,No Buy,10,8
0,No Buy,48,13
0,No Buy,2,4
0,No Buy,2,4
0,No Buy,3,3
0,No Buy,1,4
0.99,Buy,12,15
0,No Buy,15,2
0.99,Buy,12,10
0.99,Buy,17,8
0.99,Buy,1,2
0.99,Buy,1,3
0.99,Buy,2,3
0,No Buy,19,20
0,No Buy,5,3
0.99,Buy,1,2
0,No Buy,3,13
0.99,Buy,15,8
0.99,Buy,13,12
0.99,Buy,17,9
0.99,Buy,8,7
0,No Buy,6,2
0,No Buy,1,2
0,No Buy,4,3
0,No Buy,3,3
0.99,Buy,23,14
0.99,Buy,16,9
0,No Buy,2,3
0,No Buy,2,7
0.99,Buy,7,3
0,No Buy,5,12
0,No Buy,1,2
0,No Buy,3,2
0,No Buy,1,3
0,No Buy,6,12
0,No Buy,1,4
0,No Buy,2,11
0,No Buy,7,12
0,No Buy,21,5
0,No Buy,1,2
0.99,Buy,28,2
0.99,Buy,114,6
0.99,Buy,96,5
0.99,Buy,36,3
0.99,Buy,7,3
0,No Buy,4,5
0,No Buy,9,5
0,No Buy,11,8
0.99,Buy,12,2
0.99,Buy,76,5
0.99,Buy,28,2
0.99,Buy,21,2
0.99,Buy,22,2
0,No Buy,10,4
0.99,Buy,23,8
0.99,Buy,23,2
0.99,Buy,61,4
0.99,Buy,53,3
0,No Buy,3,2
0.99,Buy,21,2
0,No Buy,9,5
0.99,Buy,23,2
0,No Buy,46,33
0,No Buy,2,3
0,No Buy,3,3
0,No Buy,1,3
0,No Buy,1,2
0,No Buy,1,4
0,No Buy,1,3
0,No Buy,7,6
0,No Buy,4,3
0,No Buy,3,1
0,No Buy,2,2
0,No Buy,19,18
0,No Buy,13,15
0,No Buy,4,16
0,No Buy,14,17
0,No Buy,4,2
0,No Buy,34,12
0,No Buy,1,6
0,No Buy,1,4
0,No Buy,9,6
0,No Buy,34,24
0,No Buy,24,8
0.99,Buy,15,6
0.99,Buy,7,2
0,No Buy,25,5
0,No Buy,18,9
0.99,Buy,32,11
0.99,Buy,11,9
0.99,Buy,10,10
0.99,Buy,42,26
0.99,Buy,8,11
0.99,Buy,1,2
0,No Buy,3,3
0,No Buy,3,2
0.99,Buy,5,6
0.99,Buy,30,24
0.99,Buy,32,11
0.99,Buy,2,3
0.99,Buy,22,9
0.99,Buy,46,7
0,No Buy,1,2
0.99,Buy,55,32
0,No Buy,1,4
0,No Buy,7,8
0.99,Buy,9,6
0.99,Buy,19,5
0.99,Buy,15,12
0,No Buy,5,8
0,No Buy,5,9
0,No Buy,1,3
0,No Buy,8,11
0,No Buy,1,3
0,No Buy,1,4
0,No Buy,9,5
0,No Buy,7,6
0,No Buy,24,5
0.99,Buy,1,2
0,No Buy,3,4
0.99,Buy,3,5
0.99,Buy,1,3
0.99,Buy,12,11
0.99,Buy,14,5
0.99,Buy,1,2
0.99,Buy,1,3
0.99,Buy,4,4
0.99,Buy,7,8
0.99,Buy,20,9
0.99,Buy,21,15
1.29,Buy,4,6
0,No Buy,6,3
0.99,Buy,3,10
0.99,Buy,3,4
0.99,Buy,14,9
9.99,Buy,4,9
0,No Buy,2,3
0.99,Buy,21,21
0.99,Buy,9,6
0.99,Buy,2,3
0,No Buy,1,2
0.99,Buy,53,12
0.99,Buy,1,4
0,No Buy,3,3
0.99,Buy,3,3
0.99,Buy,2,5
0.99,Buy,2,3
0.99,Buy,4,2
0.99,Buy,1,2
0.99,Buy,3,7
0.99,Buy,1,2
0.99,Buy,18,18
0.99,Buy,9,12
0.99,Buy,3,2
0,No Buy,3,8
0,No Buy,3,3
0,No Buy,7,3
0.99,Buy,1,2
0.99,Buy,14,6
0,No Buy,4,3
0.99,Buy,1,3
0.99,Buy,8,8
0.99,Buy,4,10
0.99,Buy,8,8
0,No Buy,3,6
0,No Buy,7,17
0.99,Buy,2,2
0,No Buy,3,4
0,No Buy,2,4
0,No Buy,42,22
0.99,Buy,3,8
0.99,Buy,15,18
0.99,Buy,2,4
0.99,Buy,12,10
0,No Buy,3,4
0,No Buy,1,3
0.99,Buy,2,5
0.99,Buy,16,10
0,No Buy,17,8
0,No Buy,1,2
0,No Buy,1,6
0,No Buy,1,5
0,No Buy,1,2
0,No Buy,9,23
0,No Buy,1,2
11.99,Buy,45,33
0,No Buy,2,4
0,No Buy,24,21
0,No Buy,3,3
0,No Buy,18,15
0,No Buy,6,6
0,No Buy,22,18
0,No Buy,1,4
0,No Buy,1,5
0,No Buy,2,3
0.99,Buy,2,4
0.99,Buy,14,3
0,No Buy,5,5
0,No Buy,1,4
0.99,Buy,5,5
0.99,Buy,7,7
0.99,Buy,1,3
0.99,Buy,31,20
0.99,Buy,17,13
0.99,Buy,9,6
0.99,Buy,2,4
0.99,Buy,7,9
0.99,Buy,25,12
0,No Buy,2,2
0,No Buy,4,6
0,No Buy,2,3
0.99,Buy,4,5
0.99,Buy,81,44
0.99,Buy,6,6
0.99,Buy,37,40
0.99,Buy,5,7
0.99,Buy,19,10
0.99,Buy,7,5
0.99,Buy,1,2
0,No Buy,34,4
0.99,Buy,15,10
0,No Buy,1,4
1.99,Buy,5,4
0,No Buy,2,3
0.99,Buy,5,4
0,No Buy,2,2
0.99,Buy,5,5
0.99,Buy,1,3
0.99,Buy,11,3
0.99,Buy,12,4
0.99,Buy,7,8
0.99,Buy,22,8
0,No Buy,30,16
0.99,Buy,1,2
0.99,Buy,3,3
0.99,Buy,6,9
0,No Buy,1,5
0,No Buy,1,8
0,No Buy,1,4
0,No Buy,2,5
0,No Buy,1,4
0,No Buy,5,7
0,No Buy,21,18
0,No Buy,2,3
0,No Buy,29,15
0,No Buy,4,3
0.99,Buy,2,4
0.99,Buy,18,5
0,No Buy,2,3
0,No Buy,1,3
0,No Buy,18,5
0,No Buy,4,4
0,No Buy,2,3
0,No Buy,1,5
0,No Buy,4,2
0,No Buy,2,3
0,No Buy,21,10
0,No Buy,16,9
0,No Buy,35,15
0,No Buy,16,5
0,No Buy,12,11
0,No Buy,1,2
0,No Buy,1,3
0,No Buy,1,2
1.99,Buy,68,96
0,No Buy,1,4
0,No Buy,7,5
0,No Buy,18,38
0,No Buy,6,3
0,No Buy,1,4
0,No Buy,5,10
0,No Buy,1,1
0,No Buy,1,3
0,No Buy,17,12
0,No Buy,35,16
0,No Buy,9,14
0,No Buy,1,3
0,No Buy,17,29
0,No Buy,5,18
0,No Buy,1,2
0,No Buy,1,2
0,No Buy,31,26
0,No Buy,1,4
0,No Buy,3,4
0,No Buy,1,5
0,No Buy,1,5
0,No Buy,1,2
0,No Buy,4,4
0,No Buy,24,25
0,No Buy,13,5
0,No Buy,1,3
0,No Buy,2,5
0,No Buy,1,5
0,No Buy,2,5
0,No Buy,1,5
0,No Buy,5,11
0,No Buy,11,8
0,No Buy,4,6
0.99,Buy,3,12
0.99,Buy,12,13
0,No Buy,2,2
0,No Buy,1,2
0,No Buy,4,8
0,No Buy,1,4
0,No Buy,1,4
0,No Buy,1,4
0,No Buy,2,7
0,No Buy,63,35
0,No Buy,5,6
0.99,Buy,30,10
0.99,Buy,28,2
0.99,Buy,62,8
0.99,Buy,32,17
0.99,Buy,2,2
0.99,Buy,88,28
0,No Buy,27,9
0,No Buy,3,6
0,No Buy,2,6
0,No Buy,27,11
0.99,Buy,1,2
0,No Buy,7,7
0,No Buy,22,22
0,No Buy,4,4
0,No Buy,31,22
0,No Buy,5,4
0,No Buy,5,7
0,No Buy,9,4
0,No Buy,4,4
0,No Buy,2,3
0,No Buy,1,2
0,No Buy,13,10
0,No Buy,11,11
0,No Buy,7,2
0,No Buy,1,2
0,No Buy,2,2
0,No Buy,1,2
0,No Buy,1,4
0.99,Buy,11,5
0.99,Buy,21,27
0,No Buy,2,3
0.99,Buy,13,7
0,No Buy,15,16
0.99,Buy,7,6
0,No Buy,5,13
0,No Buy,9,7
0.99,Buy,1,3
0.99,Buy,24,16
0.99,Buy,16,8
0.99,Buy,50,27
0,No Buy,1,2
0,No Buy,17,12
0.99,Buy,31,14
0.99,Buy,23,5
0.99,Buy,10,6
0,No Buy,1,2
0,No Buy,1,2
0.99,Buy,4,5
0,No Buy,7,7
0,No Buy,28,5
0.99,Buy,1,3
0.99,Buy,15,14
0.99,Buy,4,5
0,No Buy,5,7
0.99,Buy,7,9
0,No Buy,4,8
0.99,Buy,40,31
0.99,Buy,34,16
0.99,Buy,7,4
0.99,Buy,6,9
9.99,Buy,20,26
0.99,Buy,5,8
0,No Buy,9,4
0.99,Buy,74,60
0.99,Buy,2,8
0.99,Buy,17,12
0.99,Buy,29,26
0,No Buy,2,3
0.99,Buy,9,5
0.99,Buy,5,7
0.99,Buy,26,21
0.99,Buy,41,33
0.99,Buy,5,5
0.99,Buy,4,8
0.99,Buy,4,8
9.99,Buy,18,18
0.99,Buy,19,6
0.99,Buy,47,9
0.99,Buy,43,16
0,No Buy,48,19
0,No Buy,10,5
0.99,Buy,30,14
0.99,Buy,7,3
0.99,Buy,4,3
0.99,Buy,4,9
0.99,Buy,4,6
0.99,Buy,45,12
0.99,Buy,3,3
0.99,Buy,105,50
19.98,Buy,68,25
17.99,Buy,33,12
1.34,Buy,62,24
0.99,Buy,5,3
0.99,Buy,9,4
0.99,Buy,1,2
0.99,Buy,8,5
9.99,Buy,37,15
0,No Buy,2,7
0,No Buy,16,10
0,No Buy,7,16
0,No Buy,1,2
0.99,Buy,9,2
0,No Buy,42,4
0,No Buy,1,2
0,No Buy,1,2
0,No Buy,34,9
0,No Buy,1,2
0,No Buy,27,26
0,No Buy,7,6
0,No Buy,6,5
0,No Buy,17,11
0,No Buy,1,4
0,No Buy,1,5
0,No Buy,1,4
0,No Buy,42,17
798,Buy,21,19
0,No Buy,6,15
0,No Buy,2,2
0,No Buy,12,3
0,No Buy,23,22
0,No Buy,40,25
0,No Buy,5,7
0,No Buy,54,15
0,No Buy,38,25
0,No Buy,9,11
0,No Buy,1,2
0,No Buy,2,2
0,No Buy,1,3
0,No Buy,2,3
0,No Buy,4,4
0.99,Buy,106,48
0,No Buy,2,4
0,No Buy,3,6
0,No Buy,14,3
0,No Buy,1,3
0,No Buy,21,6
0,No Buy,7,15
0,No Buy,11,4
0,No Buy,33,21
0,No Buy,1,5
0,No Buy,57,33
0,No Buy,17,2
0,No Buy,3,4
0,No Buy,18,12
0,No Buy,30,14
0,No Buy,1,2
0,No Buy,1,2
0,No Buy,4,5
0,No Buy,1,2
0,No Buy,1,3
0,No Buy,2,3
0,No Buy,1,2
0,No Buy,12,17
0,No Buy,1,2
0,No Buy,4,5
0,No Buy,9,6
0,No Buy,5,9
0,No Buy,19,8
0,No Buy,1,4
0,No Buy,14,6
0,No Buy,2,5
0,No Buy,8,7
0,No Buy,4,5
0,No Buy,16,7
0,No Buy,6,6
0,No Buy,1,2
0,No Buy,2,1
0,No Buy,16,11
0,No Buy,9,12
0,No Buy,8,8
0,No Buy,3,7
0,No Buy,9,11
0,No Buy,8,4
0,No Buy,1,3
0,No Buy,4,6
0,No Buy,16,13
0,No Buy,3,6
0,No Buy,43,17
0,No Buy,4,6
0,No Buy,1,4
0,No Buy,11,8
0,No Buy,19,2
0,No Buy,1,2
0,No Buy,27,14
0,No Buy,3,3
0,No Buy,22,4
0,No Buy,3,3
0,No Buy,2,2
0,No Buy,39,9
0,No Buy,4,5
0,No Buy,3,7
0,No Buy,6,6
0.99,Buy,6,5
0,No Buy,2,3
0.99,Buy,12,17
0,No Buy,4,4
0,No Buy,6,11
0,No Buy,37,22
0,No Buy,30,29
0.99,Buy,36,19
9.99,Buy,27,41
0,No Buy,17,13
0.99,Buy,1,2
0,No Buy,9,8
0,No Buy,7,5
0.99,Buy,23,28
0,No Buy,3,3
0,No Buy,1,2
0.99,Buy,18,11
0.99,Buy,22,14
0,No Buy,84,26
0,No Buy,1,2
0,No Buy,29,24
0.99,Buy,31,6
0,No Buy,1,2
0.99,Buy,10,10
0.99,Buy,26,19
0,No Buy,40,16
0.99,Buy,17,15
0,No Buy,2,3
0.99,Buy,9,5
0,No Buy,1,2
0,No Buy,32,26
0,No Buy,12,17
0.99,Buy,97,46
0.99,Buy,37,34
0.99,Buy,8,7
0,No Buy,37,13
0.99,Buy,14,13
0,No Buy,1,2
0.99,Buy,13,13
0,No Buy,1,2
0.99,Buy,28,14
0,No Buy,9,18
0.99,Buy,68,32
0,No Buy,1,4
0,No Buy,25,27
0.99,Buy,4,4
0.99,Buy,27,36
0.99,Buy,47,20
0.99,Buy,37,10
0,No Buy,1,2
0.99,Buy,38,34
0.99,Buy,15,17
0.99,Buy,28,17
0.99,Buy,59,48
0,No Buy,2,13
0.99,Buy,25,10
0,No Buy,2,3
0.99,Buy,15,17
0.99,Buy,8,10
0.99,Buy,19,18
0.99,Buy,30,16
0.99,Buy,12,7
0,No Buy,42,32
0,No Buy,4,2
0.99,Buy,164,72
0.99,Buy,5,10
0,No Buy,53,23
0.99,Buy,4,8
0,No Buy,58,22
0,No Buy,3,4
0.99,Buy,53,36
0,No Buy,21,8
0.99,Buy,62,28
0,No Buy,4,6
0.99,Buy,54,32
0,No Buy,52,31
0,No Buy,9,5
0.99,Buy,8,6
0.99,Buy,148,63
0.99,Buy,16,11
0.99,Buy,76,64
0.99,Buy,9,11
0.99,Buy,5,7
0.99,Buy,47,32
0,No Buy,9,8
0.99,Buy,46,52
0.99,Buy,5,9
0,No Buy,17,14
0,No Buy,30,19
0.99,Buy,13,12
0,No Buy,45,7
0.99,Buy,115,64
0.99,Buy,6,5
0.99,Buy,66,60
0.99,Buy,21,11
0,No Buy,1,2
0,No Buy,15,7
0.99,Buy,41,35
0,No Buy,1,3
0,No Buy,5,3
0,No Buy,10,1
0,No Buy,1,3
0,No Buy,2,2
0,No Buy,10,13
0,No Buy,4,5
0,No Buy,91,44
0,No Buy,1,2
0,No Buy,4,5
0,No Buy,38,8
0,No Buy,25,11
0.99,Buy,16,24
9.99,Buy,1,14
0,No Buy,11,4
0,No Buy,125,22
0,No Buy,51,15
0,No Buy,1,2
0,No Buy,37,7
0,No Buy,3,2
0,No Buy,26,2
0,No Buy,32,4
0,No Buy,8,2
0,No Buy,17,7
0,No Buy,10,4
0,No Buy,52,10
0,No Buy,2,2
0,No Buy,41,8
0,No Buy,31,5
0,No Buy,34,7
0,No Buy,32,6
0,No Buy,50,10
0,No Buy,8,3
0,No Buy,58,14
0,No Buy,5,2
0,No Buy,75,8
0,No Buy,3,2
0,No Buy,21,6
0,No Buy,6,4
0,No Buy,11,6
0,No Buy,1,2
0,No Buy,5,4
0,No Buy,9,4
0,No Buy,105,20
